Scrip Code,Scrip Id,Scrip Name,Status,Group,Face Value,ISIN No,Industry,Instrument
526187,ASHRAM,ASHRAM ONLINE.COM LTD.,Active,T ,10.00,INE293C01019,Healthcare Services,Equity
526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Active,T ,10.00,INE618A01011,Furniture-Furnishing-Paints,Equity
526195,NOGMIND,NEOGEM INDIA LTD.,Active,T ,10.00,INE552E01014,Other Apparels &amp; Accessories,Equity
526209,KSOIL,K.S.OILS LTD.-$,Active,T ,1.00,INE727D01022,Edible Oils,Equity
526217,HITECH,HITECH PLAST LTD.-$,Active,B ,10.00,INE120D01012,Containers &amp; Packaging,Equity
526225,BLOOM,BLOOM DEKOR LTD.-$,Active,T ,10.00,INE253C01013,Plastic Products,Equity
526227,FILATEX,FILATEX INDIA LTD.-$,Active,T ,10.00,INE816B01019,Textiles,Equity
526235,MERCATOR,MERCATOR LTD.-$,Active,B ,1.00,INE934B01028,Diversified,Equity
526237,MORGAN,MORGAN VENTURES LTD.,Active,B ,10.00,INE902C01015,Finance (including NBFCs),Equity
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Active,B ,5.00,INE762C01021,Comm.Trading  &amp; Distribution,Equity
526247,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Active,T ,10.00,INE863B01011,Specialty Chemicals,Equity
526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,Active,B ,10.00,INE033E01015,Finance (including NBFCs),Equity
526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,Active,B ,10.00,INE835B01027,BPO/KPO,Equity
526269,CRSTCHM,CRESTCHEM LTD.,Active,T ,10.00,INE293N01016,Fibres &amp; Plastics,Equity
526285,DIVYAJYQ,DIVYA JYOTI INDUSTRIES LTD.,Active,B ,10.00,INE666B01018,Edible Oils,Equity
526299,MPHASIS,MPHASIS LTD.,Active,A ,10.00,INE356A01018,IT Consulting &amp; Software,Equity
526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Active,B ,10.00,INE047C01019,Healthcare Services,Equity
526307,HINDIND,HIND INDUSTRIES LTD.,Active,T ,10.00,INE675B01019,Packaged Foods,Equity
526313,NUTECH,NU-TECH CORPORATE SERVICES LTD.,Active,T ,10.00,INE041C01012,Finance (including NBFCs),Equity
526315,DIVSHKT,DIVYASHAKTI GRANITES LTD.,Active,T ,10.00,INE410G01010,Construction Materials,Equity
526325,ORIENTPR,ORIENT PRESS LTD.,Active,B ,10.00,INE609C01024,Containers &amp; Packaging,Equity
526335,SHREYASI,SHREYAS INTERMEDIATES LTD.,Active,T ,10.00,INE115F01017,Commodity Chemicals,Equity
526347,ACCLAIM,Acclaim Industries Limited,Active,T ,10.00,INE051E01017,Containers &amp; Packaging,Equity
526349,PARTIND,Parth Industries Limited,Active,T ,10.00,NA          ,Auto Parts &amp; Equipment,Equity
526355,DUROPACK,DUROPACK LTD.,Active,T ,10.00,INE138B01018,Plastic Products,Equity
526365,SWARNSAR,SWARNASARITA GEMS LTD.,Active,B ,10.00,INE967A01012,Other Apparels &amp; Accessories,Equity
526367,GANESHSG,GANESH HOUSING CORPORATION LTD.-$,Active,B ,10.00,INE460C01014,Realty,Equity
526371,NMDCLTD,NMDC LTD.,Active,A ,1.00,INE584A01023,Mining,Equity
526373,CINDHO,CINDRELLA HOTELS LTD.-$,Active,T ,10.00,INE908C01012,Hotels,Equity
526381,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10.00,INE529D01014,Surface Transportation,Equity
526397,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10.00,INE137C01018,Oil Equipment &amp; Services,Equity
526403,RGNYMIS,REGENCY HOSPITAL LTD.,Active,B ,10.00,INE581K01010,Healthcare Services,Equity
526407,RPIL,RITESH PROPERTIES &amp; INDUSTRIES LTD.,Active,B ,10.00,INE299D01014,Other Apparels &amp; Accessories,Equity
526409,KALPENA,KALPENA INDUSTRIES LTD.,Active,B ,10.00,INE301C01010,Plastic Products,Equity
526415,OKPLA,OK PLAY INDIA LTD.,Active,B ,10.00,INE870B01016,Gift Articles-Toys &amp; Cards ,Equity
526423,KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$,Active,B ,1.00,INE479D01038,Plastic Products,Equity
526431,WELTI,WELTERMAN INTERNATIONAL LTD.,Active,T ,10.00,INE662D01013,Footwear,Equity
526433,ASMTEC,ASM TECHNOLOGIES LTD.,Active,B ,10.00,INE867C01010,IT Consulting &amp; Software,Equity
526435,PERFEPA,PERFECTPAC LTD.,Active,T ,10.00,INE759I01016,Paper &amp; Paper Products,Equity
526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD.,Active,T ,10.00,INE267C01013,Comm.Trading  &amp; Distribution,Equity
526441,VISIONCINE,VISION CINEMAS LTD.,Active,T ,1.00,INE515B01025,Advertising &amp; Media,Equity
526443,DATASOFT,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,Active,T ,10.00,INE072B01019,IT Software Products,Equity
526463,UGHOR,U.G.HOTELS AND RESORTS LTD.,Active,T ,10.00,INE692D01010,Hotels,Equity
526468,EUROLED,EURO LEDER FASHION LTD.,Active,T ,10.00,INE940E01011,Other Apparels &amp; Accessories,Equity
526471,WINSOMBR,WINSOME BREWERIES LTD.,Active,T ,10.00,INE391C01011,Breweries &amp; Distilleries,Equity
526473,ELEFLOR,ELEGANT FLORICULTURE &amp; AGROTECH (INDIA) LTD.,Active,B ,10.00,INE152E01013,Other Agricultural Products,Equity
526477,SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Active,B ,10.00,INE118B01010,Other Leisure Facilities,Equity
526479,SKYIND,SKY INDUSTRIES LTD.-$,Active,B ,10.00,INE765B01018,Textiles,Equity
526481,PHOENXIN,PHOENIX INTERNATIONAL LTD.,Active,T ,10.00,INE245B01011,Other Apparels &amp; Accessories,Equity
526483,EDUEXEL,Eduexel Infotainment Limited,Active,B ,10.00,INE611F01015,Photographic Products,Equity
526488,NYLOFIL,NYLOFIL INDIA LTD.,Active,T ,10.00,INE432N01010,Textiles,Equity
526490,PRATIK,PRATIK PANELS LTD.,Active,B ,10.00,INE206C01011,Forest Products,Equity
526492,PUNEETRE,PUNEET RESINS LTD.,Active,B ,10.00,INE582D01013,Other Industrial Products,Equity
526494,PROMACT,PROMACT PLASTICS LTD.,Active,T ,10.00,INE818D01011,Containers &amp; Packaging,Equity
526496,RUBBERPR,RUBBER PRODUCTS LTD.,Active,B ,10.00,INE430C01017,Other Industrial Products,Equity
526500,STRGRENWO,STERLING GREEN WOODS LTD.,Active,T ,10.00,INE398F01019,Hotels,Equity
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Active,T ,10.00,INE796B01013,Healthcare Services,Equity
526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,Active,T ,10.00,INE356B01016,Other Financial Services,Equity
526508,SKSLOGLTD,SKS LOGISTICS LTD.-$,Active,T ,10.00,INE825D01016,Shipping,Equity
526512,INTLNKP,INTERLINK PETROLEUM LTD.,Active,B ,10.00,INE959G01016,Exploration &amp; Production,Equity
526519,ALPINEHO,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,Active,T ,10.00,INE840D01015,Realty,Equity
526521,SANGHIIN,SANGHI INDUSTRIES LTD.,Active,T ,10.00,INE999B01013,Cement &amp; Cement Products,Equity
526523,JAYENGY,JAY ENERGY AND S.ENERGIES LTD.,Active,T ,2.00,INE315L01029,Coal,Equity
526525,WWLEATH,WORLDWIDE LEATHER EXPORTS LTD.,Active,T ,10.00,INE550D01010,Other Apparels &amp; Accessories,Equity
526530,SUDIN,SUDEV INDUSTRIES LTD.,Active,T ,10.00,INE670C01018,Comm.Trading  &amp; Distribution,Equity
526532,SFPIL,Square Four Projects India Limited,Active,T ,10.00,INE716K01012,Commodity Chemicals,Equity
526538,MAXIMAA,MAXIMAA SYSTEMS LTD.,Active,B ,2.00,INE161B01036,Comm.Trading  &amp; Distribution,Equity
526544,SCANPGEOM,SCANPOINT GEOMATICS LTD.,Active,B ,2.00,INE967B01028,Internet Software &amp; Services,Equity
526546,CHOKSILA,CHOKSI LABORATORIES LTD.,Active,T ,10.00,INE493D01013,Healthcare Services,Equity
526550,COUNCLB,COUNTRY CLUB (INDIA) LTD.,Active,B ,2.00,INE652F01027,Hotels,Equity
526558,JAMEHOT,JAMES HOTELS LTD.,Active,T ,10.00,INE510D01014,Hotels,Equity
526568,LONTE,LONGVIEW TEA COMPANY LTD.,Active,T ,10.00,INE696E01019,Tea &amp; Coffee,Equity
526570,MIDWEST,MIDWEST GOLD LTD.,Active,T ,10.00,INE519N01014,Construction Materials,Equity
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.,Active,B ,10.00,INE439G01019,Comm.Trading  &amp; Distribution,Equity
526576,NATHSE,NATH SEEDS LTD.,Active,T ,10.00,INE778A01021,Other Agricultural Products,Equity
526582,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10.00,INE413G01014,Fibres &amp; Plastics,Equity
526586,WIMPLAS,WIM PLAST LTD.-$,Active,B ,10.00,INE015B01018,Plastic Products,Equity
526588,PHOTOQUP,PHOTOQUIP INDIA LTD.,Active,B ,10.00,INE813B01016,Photographic Products,Equity
526594,BNANJEN,B.NANJI ENTERPRISES LTD.,Active,T ,10.00,INE735G01010,Realty,Equity
526596,LIBERTY,LIBERTY SHOES LTD.,Active,B ,10.00,INE557B01019,Footwear,Equity
526598,GUJNFLY,GUJARAT NARMADA FLYASH CO.LTD.,Active,T ,5.00,INE955G01022,Construction Materials,Equity
526604,LIPPISYS,LIPPI SYSTEMS LTD.-$,Active,B ,10.00,INE845B01018,Industrial Machinery,Equity
526608,ELETHERB,ELECTROTHERM (INDIA) LTD.,Active,B ,10.00,INE822G01016,Iron &amp; Steel Products,Equity
526610,INHOUPROD,IN HOUSE PRODUCTIONS LTD.,Active,Z ,10.00,INE120B01024,Data Processing Services,Equity
526612,BLUEDART,BLUE DART EXPRESS LTD.,Active,B ,10.00,INE233B01017,Transportation - Logistics,Equity
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.,Active,B ,4.00,INE561D01025,Other Industrial Products,Equity
526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,Active,B ,10.00,INE233D01013,Plastic Products,Equity
526622,MFLINDIA,MFL INDIA LTD.,Active,T ,10.00,INE244C01012,Transportation - Logistics,Equity
526628,AJWAFUN,AJWA FUN WORLD &amp; RESORT LTD.,Active,T ,10.00,INE863E01015,Other Leisure Facilities,Equity
526640,RAYALEMA,ROYALE MANOR HOTELS &amp; INDUSTRIES LTD.,Active,T ,10.00,INE008C01011,Hotels,Equity
526642,MIRZA,MIRZA INTERNATIONAL LTD.,Active,B ,2.00,INE771A01026,Footwear,Equity
526650,TFCIL,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.00,INE305A01015,Financial Institutions,Equity
526652,CALSREF,CALS REFINERIES LTD.,Active,T ,1.00,INE040C01022,Refineries/ Petro-Products,Equity
526654,THAKDEV,THAKKERS DEVELOPERS LTD.,Active,B ,10.00,INE403F01017,Realty,Equity
526662,RAJIND,RAJDARSHAN INDUSTRIES LTD.,Active,B ,10.00,INE610C01014,Construction &amp; Engineering,Equity
526666,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B ,10.00,INE828A01016,Other Apparels &amp; Accessories,Equity
526668,KAMATHOQ,KAMAT HOTELS (INDIA) LTD.,Active,T ,10.00,INE967C01018,Hotels,Equity
526671,MKEL,Matra Kaushal Enterprise Limited,Active,B ,1.00,INE265N01030,Household Appliances,Equity
526677,DSJCOM,DSJ COMMUNICATIONS LTD.,Active,T ,1.00,INE055C01020,Publishing,Equity
526687,POLOHOT,POLO HOTELS LTD.,Active,B ,10.00,INE084C01012,Hotels,Equity
526689,FENOPLAS,FENOPLAST LTD.-$,Active,T ,10.00,INE138D01014,Plastic Products,Equity
526691,PRETLEA,PRETTO LEATHER INDUSTRIES LTD.,Active,T ,10.00,INE384M01015,Other Apparels &amp; Accessories,Equity
526703,ECOPLAST,ECOPLAST LTD.-$,Active,T ,10.00,INE423D01010,Plastic Products,Equity
526705,ELEMARB,ELEGANT MARBLES &amp; GRANI INDUSTRIES LTD.,Active,B ,10.00,INE095B01010,Comm.Trading  &amp; Distribution,Equity
526707,ALCHEMIST,ALCHEMIST LTD.,Active,B ,10.00,INE964B01033,Comm.Trading  &amp; Distribution,Equity
526709,BITS,BITS LTD.,Active,B ,2.00,INE839A01021,IT Software Products,Equity
526711,ADARSHPL,ADARSH PLANT PROTECT LTD.,Active,B ,10.00,INE627D01016,Agrochemicals,Equity
526717,GOPALA,GOPALA POLYPLAST LTD.,Active,T ,10.00,INE136C01036,Containers &amp; Packaging,Equity
526721,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,Active,T ,1.00,INE653C01022,Other Leisure Facilities,Equity
526723,NTCIND,NTC INDUSTRIES LTD.,Active,B ,10.00,INE920C01017,Cigarettes-Tobacco Products,Equity
526725,SANDESH,SANDESH LTD.,Active,B ,10.00,INE583B01015,Publishing,Equity
526727,GARNET,GARNET CONSTRUCTION LTD.,Active,B ,10.00,INE797D01017,Construction &amp; Engineering,Equity
526729,GOLDIAMINT,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.00,INE025B01017,Other Apparels &amp; Accessories,Equity
526731,BRIGHTBR,BRIGHT BROTHERS LTD.-$,Active,B ,10.00,INE630D01010,Containers &amp; Packaging,Equity
526735,EXCAST,Excel Castronics Limited,Active,B ,10.00,INE501O01028,Commodity Chemicals,Equity
526737,CORPOCO,CORPORATE COURIER AND CARGO LTD.,Active,T ,10.00,INE871E01018,Transportation - Logistics,Equity
526739,SHAWGELQ,NARMADA GELATINES LTD.,Active,B ,10.00,INE869A01010,Specialty Chemicals,Equity
526747,PGFOILQ,PG FOILS LTD.,Active,T ,10.00,INE078D01012,Aluminium,Equity
526751,GRATEXI,GRATEX INDUSTRIES LTD.,Active,T ,10.00,INE915E01013,Paper &amp; Paper Products,Equity
526753,KRIPIND,KRIPTOL INDUSTRIES LTD.,Active,B ,10.00,INE477C01034,Comm.Trading  &amp; Distribution,Equity
526755,VELHO,VELAN HOTELS LTD.,Active,T ,10.00,INE548D01014,Hotels,Equity
526761,HOWARHO,HOWARD HOTELS LTD.,Active,B ,10.00,INE931B01016,Hotels,Equity
526773,PRESSURS,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.,Active,T ,10.00,INE891E01016,Textiles,Equity
526775,VALIANT,VALIANT COMMUNICATIONS LTD.-$,Active,B ,10.00,INE760B01019,Telecom Equipment,Equity
526783,DRAGARWQ,DR.AGARWAL'S EYE HOSPITAL LTD.-$,Active,T ,10.00,INE934C01018,Healthcare Services,Equity
526785,CRESTANI,CREST ANIMATION STUDIOS LTD.,Active,Z ,10.00,INE774A01012,Movies &amp; Entertainment,Equity
526795,MHSGRMS,MAHASAGAR TRAVELS LTD.,Active,T ,10.00,INE007G01014,Surface Transportation,Equity
526797,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,B ,5.00,INE461C01020,Forest Products,Equity
526799,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,T ,10.00,INE338N01019,Containers &amp; Packaging,Equity
526801,PSLLTD,PSL LTD.,Active,B ,10.00,INE474B01017,Construction &amp; Engineering,Equity
526807,SEAMECLTD,SEAMEC LTD.,Active,B ,10.00,INE497B01018,Shipping,Equity
526813,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Active,T ,10.00,INE753B01014,Cigarettes-Tobacco Products,Equity
526817,CHEVIOT,CHEVIOT CO.LTD.-$,Active,B ,10.00,INE974B01016,Jute &amp; Jute Products,Equity
526821,DAICHI,DAI-ICHI KARKARIA LTD.-$,Active,B ,10.00,INE928C01010,Specialty Chemicals,Equity
526823,RAJINFRA,Rajeswari Infrastructure Limited,Active,B ,10.00,INE016C01014,Realty,Equity
526827,SPICEISL,SPICE ISLANDS APPARELS LTD.-$,Active,T ,10.00,INE882D01017,Other Apparels &amp; Accessories,Equity
526829,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,T ,1.00,INE552D01024,Oil Marketing &amp; Distribution,Equity
526833,ANNTHMS,ANANTHI CONSTRUCTIONS LTD.,Active,T ,10.00,INE151O01014,Realty,Equity
526839,SIPL,SHELTER INFRA PROJECTS LTD.-$,Active,B ,10.00,INE413C01013,Construction &amp; Engineering,Equity
526841,SHAKTIPR,SHAKTI PRESS LTD.,Active,T ,10.00,INE794C01016,Comm.Printing/Stationery,Equity
526843,ATLANTADEV,Atlanta Devcon Limited,Active,T ,10.00,INE590F01029,Comm.Trading  &amp; Distribution,Equity
526847,ASHSI,ASHIRWAD STEELS &amp; INDUSTRIES LTD.,Active,T ,10.00,INE338C01012,Iron &amp; Steel/Interm.Products,Equity
526849,BANARASB,BANARAS BEADS LTD.,Active,B ,10.00,INE655B01011,Other Apparels &amp; Accessories,Equity
526851,AREXMIS,AREX INDUSTRIES LTD.,Active,T ,10.00,INE480H01011,Textiles,Equity
526853,BI,BILCARE LTD.-$,Active,T ,10.00,INE986A01012,Healthcare Supplies,Equity
526859,ISFL,ISF LIMITED,Active,T ,1.00,INE973B01026,Finance (including NBFCs),Equity
526861,RISHILASE,RISHI LASER LTD.,Active,B ,10.00,INE988D01012,Industrial Machinery,Equity
526865,JAINCO,JAINCO PROJECTS (INDIA) LTD.,Active,T ,10.00,INE966C01010,Comm.Trading  &amp; Distribution,Equity
526869,KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.,Active,T ,10.00,INE795E01019,Finance (including NBFCs),Equity
526871,INTECCAP,INTEC CAPITAL LTD.,Active,B ,10.00,INE017E01018,Other Financial Services,Equity
526873,RAJGASES,RAJASTHAN GASES LTD.,Active,T ,10.00,INE184D01018,Oil Marketing &amp; Distribution,Equity
526879,UTLTD,UT LTD.,Active,B ,10.00,INE487C01017,Industrial Machinery,Equity
526881,FINTECH,FINANCIAL TECHNOLOGIES (INDIA) LTD.,Active,A ,2.00,INE111B01023,IT Consulting &amp; Software,Equity
526885,SARLAPERF,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,10.00,INE453D01017,Textiles,Equity
526887,INDOCRED,INDO CREDIT CAPITAL LTD.,Active,T ,10.00,INE147D01015,Finance (including NBFCs),Equity
526891,MKTCREAT,MARKET CREATORS LTD.,Active,T ,10.00,INE944C01017,Other Financial Services,Equity
526893,SRINIHAT,SRINIVASA HATCHERIES LTD.-$,Active,B ,10.00,INE312E01013,Packaged Foods,Equity
526899,HIMIN,HIMALYA INTERNATIONAL LTD.,Active,B ,10.00,INE552B01010,Other Agricultural Products,Equity
526901,SONALAD,SONAL ADHESIVES LTD.,Active,T ,10.00,INE344I01017,Commodity Chemicals,Equity
526905,NILCHEM,NILCHEM INDUSTRIES LTD.,Active,T ,10.00,INE743D01011,Commodity Chemicals,Equity
526917,CHDDLTD,CHD DEVELOPERS LTD.-$,Active,B ,2.00,INE659B01021,Realty,Equity
526921,21STCEN,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,T ,10.00,INE253B01015,Other Financial Services,Equity
526927,DION,DION GLOBAL SOLUTIONS LTD.,Active,T ,10.00,INE991C01034,Other Financial Services,Equity
526931,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,Active,T ,10.00,INE400G01011,Other Industrial Goods,Equity
526935,MBPARIKH,M.B.PARIKH FINSTOCKS LTD.,Active,T ,10.00,INE377D01018,Other Financial Services,Equity
526941,VAICC,VAISHNO CEMENT CO.LTD.,Active,T ,10.00,INE116E01018,Cement &amp; Cement Products,Equity
526945,TYROON,TYROON TEA CO.LTD.,Active,B ,10.00,INE945B01016,Tea &amp; Coffee,Equity
526947,LAOPALA,LA OPALA RG LTD.,Active,B ,10.00,INE059D01012,Houseware,Equity
526951,STYLAMIND,Stylam Industries Limited,Active,B ,10.00,INE239C01012,Plastic Products,Equity
526953,VENRE,VENUS REMEDIES LTD.,Active,B ,10.00,INE411B01019,Pharmaceuticals,Equity
526955,ABLBIO,ABL BIOTECHNOLOGIES LTD.,Active,T ,10.00,INE707D01016,Pharmaceuticals,Equity
526957,UVBOARDS,UV BOARDS LTD.,Active,B ,2.00,INE493E01029,Forest Products,Equity
526959,WOODSVILA,WOODSVILLA LTD.,Active,T ,10.00,INE374J01012,Hotels,Equity
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Active,T ,10.00,INE372D01019,Containers &amp; Packaging,Equity
526967,HEERAISP,HEERA ISPAT LTD.,Active,B ,10.00,INE025D01013,Iron &amp; Steel/Interm.Products,Equity
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Active,B ,10.00,INE313G01016,Comm.Trading  &amp; Distribution,Equity
526977,CRIMSON,Crimson Metal Engineering Company Ltd,Active,T ,10.00,INE318P01016,Iron &amp; Steel Products,Equity
526981,SHBAJRG,SHRI BAJRANG ALLOYS LTD.,Active,B ,10.00,INE402H01015,Iron &amp; Steel Products,Equity
526983,ASHOKRE,ASHOKA REFINERIES LTD.,Active,T ,10.00,INE760M01016,Other Agricultural Products,Equity
526987,URJAGLOBA,URJA GLOBAL LTD.,Active,T ,10.00,INE550C01012,Comm.Trading  &amp; Distribution,Equity
527001,ASHAPURA,ASHAPURA MINECHEM LTD.,Active,B ,2.00,INE348A01023,Mining,Equity
527005,SHREEPAC,SHREE PACETRONIX LTD.,Active,B ,10.00,INE847D01010,Healthcare Supplies,Equity
530001,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,Active,B ,10.00,INE186A01019,Commodity Chemicals,Equity
530005,INDIACEM,INDIA CEMENTS LTD.,Active,B ,10.00,INE383A01012,Cement &amp; Cement Products,Equity
530007,JKTYREIND,JK TYRE &amp; INDUSTRIES LTD.,Active,B ,10.00,INE573A01034,Auto Tyres &amp; Rubber Products,Equity
530011,MANGCHEM,MANGALORE CHEMICALS &amp; FERTILIZERS LTD.,Active,B ,10.00,INE558B01017,Fertilizers,Equity
530017,STANDARDIN,STANDARD INDUSTRIES LTD.,Active,T ,5.00,INE173A01025,Commodity Chemicals,Equity
530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,Active,B ,1.00,INE700A01033,Pharmaceuticals,Equity
530023,FORTUNEF,FORTUNE FINANCIAL SERVICES (INDIA) LTD.,Active,T ,10.00,INE924D01017,Finance (including NBFCs),Equity
530025,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Active,T ,10.00,INE607G01011,Misc.Commercial Services,Equity
530027,AADIIND,AADI INDUSTRIES LTD.,Active,T ,10.00,INE563D01013,Fibres &amp; Plastics,Equity
530033,MOONB,MOONBEAM INDUSTRIES LTD.,Active,T ,10.00,INE526D01010,Textiles,Equity
530035,SANTOSHF,SANTOSH FINE-FAB LTD.,Active,T ,10.00,INE612D01018,Textiles,Equity
530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Active,T ,10.00,INE618F01010,Textiles,Equity
530043,ACKNIT,ACKNIT INDUSTRIES LTD.,Active,B ,10.00,INE326C01017,Other Apparels &amp; Accessories,Equity
530045,TITANSEC,TITAN SECURITIES LTD.,Active,T ,10.00,INE090D01017,Finance (including NBFCs),Equity
530047,RAISHRCK,RAI SAHEB REKHCHAND MOHOTA SPG.&amp; WVG.MILLS LTD.,Active,B ,10.00,INE313D01013,Textiles,Equity
530049,JJEXPO,J.J.EXPORTERS LTD.,Active,B ,10.00,INE408B01015,Textiles,Equity
530053,RREALTY,REAL REALTY MANAGEMENT COMPANY LTD.,Active,B ,10.00,INE055E01026,Realty,Equity
530055,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Active,T ,10.00,INE264N01017,Misc.Commercial Services,Equity
530057,IVEE,IVEE INJECTAA LTD.,Active,T ,10.00,INE984E01019,Pharmaceuticals,Equity
530059,MAHASHR,MAHARAJA SHREE UMAID MILLS LTD.-$,Active,T ,10.00,INE087D01013,Textiles,Equity
530061,ROCKTHR,ROCKLAND THERMIONICS LTD.,Active,Z ,10.00,INE777M01010,Other Industrial Goods,Equity
530063,YASHRAJC,YASHRAJ CONTAINEURS LTD.,Active,T ,10.00,INE095C01018,Containers &amp; Packaging,Equity
530065,LORDSHOTL,Lords Ishwar Hotels Limited,Active,T ,10.00,INE689J01013,Hotels,Equity
530067,CNSDSEC,CONSOLIDATED SECURITIES LTD.,Active,B ,10.00,INE718F01018,Finance (including NBFCs),Equity
530069,PROTODEV,PROTO DEVELOPERS &amp; TECHNOLOGIES LTD.,Active,Z ,1.00,INE749D01026,IT Software Products,Equity
530073,SANGHVIMQ,SANGHVI MOVERS LTD.,Active,T ,2.00,INE989A01024,Transport Related Services,Equity
530075,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.00,INE818A01017,Exploration &amp; Production,Equity
530077,FRSHTRP,FRESHTROP FRUITS LTD.,Active,B ,10.00,INE795D01011,Other Agricultural Products,Equity
530079,FAZE3Q,FAZE THREE LTD.-$,Active,T ,10.00,INE963C01033,Textiles,Equity
530091,ZYDEN,ZYDEN GENTEC LTD.,Active,T ,10.00,INE622B01037,Pharmaceuticals,Equity
530093,ACEEDU,ACE EDUTREND LTD.,Active,B ,10.00,INE715F01014,Education,Equity
530095,BHAGWNME,BHAGWANDAS METALS LTD.,Active,T ,10.00,INE656B01019,Iron &amp; Steel/Interm.Products,Equity
530109,VANTAGE,VANTAGE CORPORATE SERVICES LTD.,Active,T ,10.00,INE069B01015,Finance (including NBFCs),Equity
530111,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Active,B ,10.00,INE639C01013,Containers &amp; Packaging,Equity
530117,ADIFINCHM,ADI FINECHEM LTD.,Active,B ,10.00,INE959A01019,Commodity Chemicals,Equity
530119,NATRAJPR,NATRAJ PROTEINS LTD.,Active,T ,10.00,INE444D01016,Edible Oils,Equity
530125,SAMRATPH,SAMRAT PHARMACHEM LTD.-$,Active,B ,10.00,INE103E01016,Pharmaceuticals,Equity
530127,NPRFIN,NPR FINANCE LTD.,Active,B ,10.00,INE446D01011,Other Financial Services,Equity
530129,NILE,NILE LTD.,Active,B ,10.00,INE445D01013,Iron &amp; Steel Products,Equity
530131,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,Active,B ,4.00,INE225C01029,Cement &amp; Cement Products,Equity
530133,AMCOIND,AMCO INDIA LTD.-$,Active,T ,10.00,INE924B01011,Fibres &amp; Plastics,Equity
530135,OPTIEMUS,Optiemus Infracom Ltd,Active,B ,10.00,INE350C01017,Distributors,Equity
530139,KREONFIN,KREON FINNANCIAL SERVICES LTD.,Active,T ,10.00,INE302C01018,Finance (including NBFCs),Equity
530141,GYANDEV,GYAN DEVELOPERS &amp; BUILDERS LTD.,Active,T ,10.00,INE487G01018,Realty,Equity
530145,KISAN,KISAN MOULDINGS LTD.-$,Active,T ,10.00,INE017C01012,Plastic Products,Equity
530149,KSLIND,KSL AND INDUSTRIES LTD.-$,Active,T ,4.00,INE219A01026,Textiles,Equity
530151,VIJAYTX,VIJAY TEXTILES LTD.,Active,B ,10.00,INE256G01033,Comm.Trading  &amp; Distribution,Equity
530161,GARODCH,GARODIA CHEMICALS LTD.,Active,T ,10.00,INE236P01010,Comm.Trading  &amp; Distribution,Equity
530163,KERALAYUR,KERALA AYURVEDA LTD.,Active,T ,10.00,INE817B01025,Pharmaceuticals,Equity
530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,T ,10.00,INE153K01018,Finance (including NBFCs),Equity
530169,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,T ,10.00,INE388C01017,Paper &amp; Paper Products,Equity
